pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,glat,glon
NGTS-1 b,NGTS-1,1,1,0,Transit,2017,Paranal Observatory,0.032600,14.908,258.07796,0.57,0.62,-1.153,-31.20101,241.19241
NGTS-10 b,NGTS-10,1,1,0,Transit,2020,Paranal Observatory,0.014300,13.507,687.14846,0.70,0.70,-0.757,-20.48518,232.00450
NGTS-11 b,NGTS-11,1,1,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.201000,9.158,109.33352,0.83,0.86,-0.395,-73.86688,163.08688
NGTS-12 b,NGTS-12,1,1,0,Transit,2020,Paranal Observatory,0.075700,11.747,66.10864,1.59,1.02,0.338,25.30286,288.04232
NGTS-13 b,NGTS-13,1,1,0,Transit,2021,Paranal Observatory,0.054900,12.801,1538.29720,1.79,1.30,0.517,22.90064,288.79758
NGTS-14 A b,NGTS-14 A,2,1,0,Transit,2021,Paranal Observatory,0.040300,4.977,29.24036,0.84,0.90,-0.311,-51.45057,4.48128
NGTS-15 b,NGTS-15,1,1,0,Transit,2021,Paranal Observatory,0.044100,12.330,238.68913,0.95,0.99,-0.086,-37.98373,234.78280
NGTS-16 b,NGTS-16,1,1,0,Transit,2021,Paranal Observatory,0.052300,14.572,211.99155,1.21,1.00,0.117,-50.37343,229.39967
NGTS-17 b,NGTS-17,1,1,0,Transit,2021,Paranal Observatory,0.039100,13.899,242.82090,1.34,1.02,0.241,-38.60499,236.48794
NGTS-18 b,NGTS-18,1,1,0,Transit,2021,Paranal Observatory,0.044800,13.563,129.99182,1.39,1.00,0.270,26.25398,291.77668
NGTS-2 b,NGTS-2,1,1,0,Transit,2018,Paranal Observatory,0.063000,17.878,235.19420,1.70,1.64,0.631,27.92221,324.44756
NGTS-20 b,NGTS-20,1,1,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.313000,11.994,947.12865,1.78,1.47,0.645,-59.23645,210.62958
NGTS-21 b,NGTS-21,1,1,0,Transit,2022,Paranal Observatory,0.023600,14.908,750.07504,0.86,0.72,-0.539,-37.53419,7.60790
NGTS-23 b,NGTS-23,1,1,0,Transit,2022,Next-Generation Transit Survey (NGTS),0.050400,14.202,194.82881,1.24,1.01,0.283,-41.20214,243.74636
NGTS-24 b,NGTS-24,1,1,0,Transit,2022,Next-Generation Transit Survey (NGTS),0.047900,13.608,165.27077,1.64,1.26,0.446,21.08930,282.57160
NGTS-25 b,NGTS-25,1,1,0,Transit,2022,Next-Generation Transit Survey (NGTS),0.038800,11.467,203.09235,0.86,0.91,-0.292,-35.06443,2.60742
NGTS-3 A b,NGTS-3 A,2,1,0,Transit,2018,Paranal Observatory,0.023000,16.589,756.43540,0.93,1.02,-0.144,-21.83176,243.01044
NGTS-4 b,NGTS-4,1,1,0,Transit,2019,Paranal Observatory,0.019000,3.180,20.60000,0.84,0.75,-0.353,-24.13546,236.57905
NGTS-5 b,NGTS-5,1,1,0,Transit,2019,Paranal Observatory,0.038200,12.733,72.78307,0.74,0.66,-0.511,55.60336,359.28428
NGTS-6 b,NGTS-6,1,1,0,Transit,2019,Paranal Observatory,0.016770,14.863,425.57437,0.75,0.77,-0.592,-35.45066,232.39378
NGTS-8 b,NGTS-8,1,1,0,Transit,2019,Paranal Observatory,0.035000,12.218,295.58190,0.98,0.89,-0.210,-47.14354,41.59543
NGTS-9 b,NGTS-9,1,1,0,Transit,2019,Paranal Observatory,0.058000,11.994,921.70700,1.38,1.34,0.389,22.21520,250.61860
NN Ser c,NN Ser,2,2,0,Eclipse Timing Variations,2010,Multiple Observatories,5.350000,12.600,2329.60000,,0.54,,45.33887,23.65252
NN Ser d,NN Ser,2,2,0,Eclipse Timing Variations,2010,Multiple Observatories,3.430000,13.300,731.00000,,0.54,,45.33887,23.65252
NSVS 14256825 b,NSVS 14256825,2,1,0,Eclipse Timing Variations,2019,Multiple Observatories,3.120000,12.300,4497.29450,0.19,0.42,1.974,-17.30896,47.68869
NY Vir b,NY Vir,2,2,0,Eclipse Timing Variations,2011,Multiple Observatories,3.300000,13.300,730.97800,0.15,0.46,1.375,58.68771,326.17234
NY Vir c,NY Vir,2,2,0,Eclipse Timing Variations,2019,Winer Observatory,,12.800,1760.77820,0.15,0.46,1.375,58.68771,326.17234
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,0,Microlensing,2004,OGLE,4.300000,13.200,830.00000,,0.63,,-3.69455,2.20260
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,0,Microlensing,2005,OGLE,3.600000,13.000,1200.00000,,0.46,,-3.78643,355.58019
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,0,Microlensing,2006,OGLE,3.500000,3.840,14.10000,,0.69,,-4.74007,0.67689
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,0,Microlensing,2005,OGLE,2.600000,2.210,5.50000,,0.22,,-2.36161,359.73255
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,0,Microlensing,2008,OGLE,2.300000,14.000,231.00000,,0.51,,-1.89004,359.79137
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,0,Microlensing,2008,OGLE,4.500000,11.100,86.00000,,0.51,,-1.89004,359.79137
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,1,0,Microlensing,2020,OGLE,2.170000,14.300,144.00000,,0.35,,-2.55050,1.27713
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,0,Microlensing,2016,OGLE,2.590000,10.700,80.00000,,0.41,,-2.51597,4.38020
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,0,Microlensing,2009,OGLE,2.800000,4.720,20.00000,,0.64,,-3.68610,358.34879
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,0,Microlensing,2014,OGLE,15.000000,8.740,57.00000,,0.71,,-3.78643,355.58019
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,0,Microlensing,2014,OGLE,1.700000,12.900,1500.00000,,0.37,,-3.45246,359.92169
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,0,Microlensing,2018,OGLE,8.000000,9.010,60.00000,,0.41,,-1.83872,1.90945
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,0,Microlensing,2012,OGLE,2.720000,14.200,170.00000,,0.26,,2.33357,0.67004
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,0,Microlensing,2015,OGLE,1.890000,13.900,280.00000,,0.21,,-1.52073,2.69543
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,0,Microlensing,2012,OGLE,4.000000,7.720,46.10000,,1.06,,3.06650,0.19492
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,0,Microlensing,2012,OGLE,4.800000,13.900,270.00000,,1.06,,3.06650,0.19492
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,0,Microlensing,2013,OGLE,0.870000,13.400,588.00000,,0.02,,2.98611,3.65449
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,0,Microlensing,2013,OGLE,3.450000,13.200,868.00000,,0.44,,-2.21994,359.54055
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,0,Microlensing,2015,OGLE,0.740000,13.600,120.00000,,0.34,,-3.25204,3.31221
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,0,Microlensing,2016,OGLE,1.600000,14.300,150.00000,,0.29,,-2.37051,0.38505
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,0,Microlensing,2020,OGLE,4.430000,8.390,53.10000,,0.40,,-3.47203,5.72020
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,0,Microlensing,2016,OGLE,2.600000,6.560,35.00000,,0.57,,-4.63415,1.76466
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,0,Microlensing,2014,OGLE,0.800000,12.300,4100.00000,,0.10,,-2.62011,358.36000
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,0,Microlensing,2017,OGLE,3.600000,11.600,92.00000,,0.54,,-2.27454,1.94444
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,0,Microlensing,2014,OGLE,0.702000,1.160,1.66000,,0.11,,-1.68315,359.94991
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,0,Microlensing,2019,OGLE,0.390000,12.500,3020.00000,,0.29,,-2.02265,0.83633
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,0,Microlensing,2017,OGLE,2.600000,14.100,200.00000,,0.46,,-1.98134,359.60721
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,0,Microlensing,2018,OGLE,1.800000,13.200,860.00000,,0.33,,-1.48420,0.93679
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,0,Microlensing,2015,OGLE,3.480000,14.100,206.58846,,0.90,,-2.91757,2.33912
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,1,0,Microlensing,2022,OGLE,3.490000,14.100,181.16219,,0.52,,-2.99704,355.96935
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,0,Microlensing,2016,OGLE,4.530000,13.000,1169.60854,,0.73,,-2.09312,359.37612
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,0,Microlensing,2018,OGLE,1.500000,8.590,55.30000,,0.40,,-3.03947,358.86307
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,0,Microlensing,2018,OGLE,1.700000,11.000,83.70000,,0.40,,-3.03947,358.86307
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,0,Microlensing,2016,OGLE,1.750000,14.200,180.00000,,0.51,,-2.27435,1.31847
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,0,Microlensing,2016,OGLE,0.730000,14.000,230.00000,,0.10,,-2.00271,2.23753
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,0,Microlensing,2016,KMTNet,1.600000,13.100,1100.00000,,0.30,,-2.71366,1.91895
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,0,Microlensing,2016,OGLE,2.700000,4.860,21.00000,,0.38,,-1.82120,0.95823
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,0,Microlensing,2019,OGLE,2.070000,13.200,807.00000,,0.34,,-5.42183,358.87550
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,0,Microlensing,2019,OGLE,2.620000,4.420,17.90000,,0.55,,-1.12049,1.12106
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,0,Microlensing,2020,OGLE,0.850000,14.300,138.00000,,0.08,,-1.76209,1.13728
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,0,Microlensing,2017,OGLE,5.400000,13.000,1300.00000,,0.13,,-4.05729,359.04540
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,0,Microlensing,2017,OGLE,6.400000,13.000,1330.00000,,0.72,,-1.73756,1.98694
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,0,Microlensing,2019,OGLE,1.700000,14.300,140.00000,,0.30,,-4.25075,4.66003
OGLE-2016-BLG-1093 b,OGLE-2016-BLG-1093,1,1,0,Microlensing,2022,OGLE,2.130000,14.000,225.65817,,0.46,,-3.84811,357.89166
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,0,Microlensing,2017,OGLE,2.170000,12.300,4253.00000,,0.88,,-1.83687,2.62470
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,0,Microlensing,2017,OGLE,1.160000,1.110,1.43000,,0.08,,-2.47579,359.99627
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,0,Microlensing,2020,OGLE,3.400000,13.900,250.00000,,0.10,,-1.93858,355.52875
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,0,Microlensing,2018,OGLE,3.913000,1.620,3.26900,,0.40,,-1.34501,0.41781
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,0,Microlensing,2018,OGLE,2.424000,14.000,127.00000,,0.25,,-3.70602,358.69060
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,0,Microlensing,2020,OGLE,3.500000,14.200,130.00000,,0.56,,-2.41644,0.36012
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,0,Microlensing,2018,OGLE,1.800000,2.950,9.00000,,0.20,,-2.78697,359.80543
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,0,Microlensing,2020,OGLE,4.060000,14.200,160.00000,,0.70,,-2.14010,358.94105
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,0,Microlensing,2020,OGLE,3.920000,12.800,1760.00000,,0.55,,-1.46086,2.94995
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,1,0,Microlensing,2021,OGLE,2.730000,13.100,959.84179,,0.45,,1.46136,358.32047
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,0,Microlensing,2018,OGLE,1.020000,13.500,505.00000,,0.21,,1.92596,3.99474
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,0,Microlensing,2020,OGLE,3.040000,12.400,3585.00000,,0.81,,-2.75739,0.03925
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,0,Microlensing,2018,OGLE,1.180000,1.940,4.43000,,0.23,,-2.07199,359.71528
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,0,Microlensing,2018,OGLE,0.590000,14.000,240.00000,,0.04,,-2.71853,2.15075
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,1,0,Microlensing,2022,OGLE,2.410000,3.920,14.62011,,0.45,,1.89547,358.39950
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,1,0,Microlensing,2023,OGLE,1.750000,2.150,5.27000,,0.38,,2.25801,4.08658
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,1,0,Microlensing,2022,OGLE,2.860000,7.560,44.49598,,0.69,,1.16043,358.36627
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,0,Microlensing,2022,OGLE,1.800000,2.410,6.40000,,0.10,,-1.61034,1.19166
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,1,0,Microlensing,2022,OGLE,3.000000,4.180,16.30000,,0.63,,-2.44687,357.98566
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,1,0,Microlensing,2022,OGLE,2.200000,4.730,20.10000,,0.47,,-3.59284,359.42174
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,0,Microlensing,2020,OGLE,1.064000,2.370,6.22800,,0.20,,-2.72744,1.53870
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,0,Microlensing,2021,OGLE,2.720000,12.300,101.70509,,0.25,,-1.48807,1.99138
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,0,Microlensing,2019,OGLE,0.970000,3.810,13.93000,,0.23,,-2.12513,0.95931
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,0,Microlensing,2020,OGLE,0.630000,1.820,3.96000,,0.12,,-3.31375,358.38853
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,0,Microlensing,2019,OGLE,5.000000,12.900,1500.00000,,1.00,,-4.80424,1.73882
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,1,0,Microlensing,2022,OGLE,1.280000,10.900,82.63539,,0.09,,-3.72589,6.11549
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,1,0,Microlensing,2022,KMTNet,1.750000,13.900,282.86728,,0.72,,-1.50438,0.80182
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,0,Microlensing,2021,OGLE,3.590000,13.600,425.89007,,0.54,,-3.04022,357.88886
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,1,0,Microlensing,2022,OGLE,2.000000,2.410,6.40000,,0.47,,-2.42159,359.50386
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,0,Microlensing,2019,OGLE,1.800000,13.500,570.00000,,0.18,,-2.03540,1.04163
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,0,Microlensing,2019,OGLE,0.800000,13.200,890.00000,,0.18,,-2.03540,1.04163
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,1,0,Microlensing,2022,OGLE,4.060000,13.900,289.22385,,0.48,,-4.43046,358.61588
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,1,0,Microlensing,2022,KMTNet,3.230000,4.410,17.79839,,0.69,,-2.87675,358.47146
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,0,Microlensing,2021,OGLE,1.540000,2.830,8.40000,,0.37,,-2.00459,2.46545
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1,1,0,Microlensing,2022,KMTNet,1.680000,9.320,63.56568,,0.16,,-3.16846,2.71258
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,0,Microlensing,2020,OGLE,4.510000,14.100,210.00000,,1.11,,-1.82023,2.61007
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,1,0,Microlensing,2022,KMTNet,1.210000,13.800,301.93699,,0.28,,-2.63928,1.29152
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,0,Microlensing,2021,OGLE,3.300000,14.000,240.00000,,0.43,,2.11254,1.98637
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1,1,0,Microlensing,2022,KMTNet,1.360000,13.800,308.29355,,0.09,,-3.36874,358.65154
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,0,Microlensing,2020,OGLE,2.800000,12.900,1400.00000,,0.42,,-2.47403,1.93461
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,1,0,Microlensing,2023,OGLE,1.840000,12.700,2262.93826,,0.91,,-2.29867,354.64312
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,0,Microlensing,2021,OGLE,2.800000,12.700,1976.89269,,0.59,,2.57044,4.70220
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,0,Microlensing,2021,OGLE,1.230000,14.200,162.09249,,0.27,,3.26551,1.25239
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,1,0,Microlensing,2022,OGLE,2.180000,13.100,1036.12061,,0.42,,4.41151,2.10725
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2,0,Microlensing,2022,OGLE,3.290000,13.100,1090.15144,,0.92,,2.33632,3.83406
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2,0,Microlensing,2022,OGLE,2.770000,12.500,3248.20632,,0.92,,2.33632,3.83406
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,1,0,Microlensing,2023,OGLE,6.990000,13.100,1061.54688,,0.66,,1.10716,0.68522
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,0,Microlensing,2021,OGLE,2.650000,12.300,4513.16338,,0.80,,-1.47521,0.10007
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,0,Microlensing,2021,OGLE,1.900000,1.390,2.50000,,0.50,,-4.30367,6.09788
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1,1,0,Microlensing,2021,KMTNet,3.400000,1.380,2.48000,,0.61,,-2.04713,3.05860
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,1,0,Microlensing,2022,OGLE,3.200000,13.300,699.22250,,0.57,,-3.27943,4.10436
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,1,0,Microlensing,2022,OGLE,2.700000,6.790,37.10000,,0.68,,-2.63192,1.90665
OGLE-TR-10 b,OGLE-TR-10,1,1,0,Transit,2004,OGLE,0.043400,14.011,197.04600,1.17,1.14,0.188,-1.57666,359.85149
OGLE-TR-111 b,OGLE-TR-111,1,1,0,Transit,2004,OGLE,0.047300,11.422,174.79900,0.83,0.82,-0.339,-1.70579,289.27912
OGLE-TR-113 b,OGLE-TR-113,1,1,0,Transit,2004,OGLE,0.022890,12.251,400.44900,0.77,0.78,-0.529,-1.78974,289.20142
OGLE-TR-132 b,OGLE-TR-132,1,1,0,Transit,2004,OGLE,0.030350,13.450,375.02000,1.32,1.30,0.371,-2.34319,289.23465
OGLE-TR-182 b,OGLE-TR-182,1,1,0,Transit,2007,OGLE,0.051000,12.666,320.99500,1.14,1.14,0.241,-0.63069,290.90669
OGLE-TR-211 b,OGLE-TR-211,1,1,0,Transit,2007,OGLE,0.051000,15.244,327.35100,1.64,1.33,0.267,-3.34519,288.39931
OGLE-TR-56 b,OGLE-TR-56,1,1,0,Transit,2002,OGLE,0.023830,15.278,441.77000,1.74,1.17,0.350,-2.36540,0.70525
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,0,Transit,2008,OGLE,0.030800,18.046,1430.17500,1.53,1.52,0.512,-0.74262,290.77130
Oph 11 b,Oph 11,1,1,0,Imaging,2006,Gemini Observatory,243.000000,12.300,4449.62000,0.23,0.02,-2.770,17.80321,352.67855
PDS 70 b,PDS 70,1,2,0,Imaging,2018,Paranal Observatory,20.000000,30.488,953.49000,1.26,0.76,-0.456,19.20844,318.06196
PDS 70 c,PDS 70,1,2,0,Imaging,2019,European Southern Observatory,34.000000,22.866,635.66000,1.06,0.76,-0.489,19.20844,318.06196
PH1 b,PH1,4,1,0,Transit,2012,Kepler,0.652000,6.180,169.00000,1.73,1.53,0.660,6.44039,74.86914
PH2 b,PH2,1,1,0,Transit,2013,Kepler,0.828000,10.120,25426.40000,1.00,0.94,-0.102,17.05061,83.15282
POTS-1 b,POTS-1,1,1,0,Transit,2013,La Silla Observatory,0.037340,10.548,734.16000,0.59,0.69,-1.087,-4.06586,307.19384
PSR B0329+54 b,PSR B0329+54,1,1,0,Pulsar Timing,2017,Multiple Facilities,10.260000,1.220,1.97000,,1.44,,-1.22030,144.99499
PSR B1257+12 b,PSR B1257+12,1,3,0,Pulsar Timing,1994,Arecibo Observatory,0.190000,0.338,0.02000,,1.40,,75.41367,311.30973
PSR B1257+12 c,PSR B1257+12,1,3,0,Pulsar Timing,1992,Arecibo Observatory,0.360000,1.910,4.30000,,1.40,,75.41367,311.30973
PSR B1257+12 d,PSR B1257+12,1,3,0,Pulsar Timing,1992,Arecibo Observatory,0.460000,1.800,3.90000,,1.40,,75.41367,311.30973
PSR B1620-26 b,PSR B1620-26,2,1,0,Pulsar Timing,2003,Hubble Space Telescope,23.000000,13.300,794.57500,,1.35,,15.95997,350.97627
PSR J1719-1438 b,PSR J1719-1438,1,1,0,Pulsar Timing,2011,Parkes Observatory,0.004400,,382.80000,,1.40,,12.83834,8.85850
PSR J2322-2650 b,PSR J2322-2650,1,1,0,Pulsar Timing,2017,Parkes Observatory,0.010200,13.900,252.64307,,1.40,,-70.22813,28.63696
PZ Tel b,PZ Tel,1,1,0,Imaging,2023,W. M. Keck Observatory,27.000000,11.900,8581.36699,1.26,1.36,0.007,-20.75401,346.15058
Pr0201 b,Pr0201,1,1,0,Radial Velocity,2012,Fred Lawrence Whipple Observatory,0.060000,14.200,171.62820,1.15,1.24,0.245,32.97009,205.42172
Pr0211 b,Pr0211,2,2,0,Radial Velocity,2012,Fred Lawrence Whipple Observatory,0.031760,13.400,597.52040,0.83,0.94,-0.336,32.74444,206.52768
Pr0211 c,Pr0211,2,2,0,Radial Velocity,2016,Roque de los Muchachos Observatory,5.500000,12.600,2475.89570,0.83,0.94,-0.336,32.74444,206.52768
Proxima Cen b,Proxima Cen,3,1,0,Radial Velocity,2016,European Southern Observatory,0.048560,1.030,1.07000,0.14,0.12,-2.796,-1.91805,313.92595
Qatar-1 b,Qatar-1,1,1,0,Transit,2010,Qatar,0.023320,12.812,411.27202,0.80,0.84,-0.438,16.42429,98.71917
Qatar-10 b,Qatar-10,1,1,0,Transit,2019,Qatar,0.028600,17.295,233.92288,1.25,1.16,0.300,24.75349,100.33669
Qatar-2 b,Qatar-2,1,1,0,Transit,2011,Qatar,0.021530,14.056,792.63500,0.78,0.74,-0.683,53.16778,327.95632
Qatar-3 b,Qatar-3,1,1,0,Transit,2017,Qatar,0.037830,12.285,1369.84730,1.27,1.15,0.279,-25.35493,110.71755
Qatar-4 b,Qatar-4,1,1,0,Transit,2017,Qatar,0.028030,12.722,1938.76300,0.85,0.90,-0.318,-18.46753,116.87585
Qatar-5 b,Qatar-5,1,1,0,Transit,2017,Qatar,0.041270,12.408,1373.02560,1.08,1.13,0.056,-20.60282,118.33015
Qatar-6 b,Qatar-6,2,1,0,Transit,2017,Qatar,0.042300,11.904,212.31044,0.72,0.82,-0.514,62.92644,28.83441
Qatar-7 b,Qatar-7,1,1,0,Transit,2019,Qatar,0.035200,19.055,597.52040,1.56,1.41,0.563,-24.44772,110.38223
Qatar-8 b,Qatar-8,1,1,0,Transit,2019,Qatar,0.047400,14.404,117.91493,1.32,1.03,0.228,42.19051,138.05768
Qatar-9 b,Qatar-9,1,1,0,Transit,2019,Qatar,0.023400,11.310,378.21770,0.70,0.72,-0.821,49.86723,146.52712
ROXs 12 b,ROXs 12,2,1,0,Imaging,2013,W. M. Keck Observatory,210.000000,12.200,5085.00000,1.07,0.87,-0.790,16.21234,352.25846
ROXs 42 B b,ROXs 42 B,2,1,0,Imaging,2013,Multiple Observatories,157.000000,12.500,2860.00000,1.34,1.00,-0.792,15.98970,353.70701
RR Cae b,RR Cae,2,1,0,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,5.300000,13.000,1334.88600,0.19,0.44,-2.108,-44.50181,255.71201
Ross 128 b,Ross 128,1,1,0,Radial Velocity,2017,La Silla Observatory,0.049600,1.110,1.40000,0.20,0.17,-2.441,59.55577,270.15662
Ross 458 c,Ross 458,2,1,0,Imaging,2010,Las Campanas Observatory,1100.000000,14.011,1906.98000,0.56,0.56,-1.298,75.08626,311.81455
Ross 508 b,Ross 508,1,1,0,Radial Velocity,2022,Subaru Telescope,0.053660,1.830,4.00000,0.21,0.18,-2.445,53.59997,25.64700
SR 12 AB c,SR 12 AB,2,1,0,Imaging,2010,Infrared Survey Facility,,12.300,4131.62000,1.10,,-0.628,16.56489,352.97985
SWEEPS-11 b,SWEEPS-11,1,1,0,Transit,2006,Hubble Space Telescope,0.030000,12.666,3082.82000,1.45,1.10,,-2.65616,1.26678
SWEEPS-4 b,SWEEPS-4,1,1,0,Transit,2006,Hubble Space Telescope,0.055000,9.079,1207.70000,1.18,1.24,,-2.62612,1.26009
TAP 26 b,TAP 26,1,1,0,Radial Velocity,2017,Multiple Facilities,0.096800,13.500,527.59780,1.17,1.04,-0.250,-22.84925,177.46304
TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,0,Microlensing,2018,Multiple Observatories,0.940000,4.720,20.00000,1.42,0.59,0.317,-9.32552,178.75648
TIC 172900988 b,TIC 172900988 Aa,2,1,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.902810,11.250,942.00000,1.38,1.24,0.671,34.66122,191.79495
